rssi,rate,noise_floor,data,local_time,channel
-50,11,-95,"[0, 0, -3, -9, -3]",178664568,6
-50,11,-95,"[0, 0, -9, -1, -12]",178672464,6
-50,11,-95,"[0, 0, -3, -9, -4]",178676381,6
-50,11,-95,"[0, 0, 8, -4, 10]",178684468,6
-50,11,-95,"[0, 0, -9, 4, -11]",178690308,6
-50,11,-95,"[0, 0, 7, -6, 9]",178694664,6
-49,11,-95,"[0, 0, -7, 7, -9]",178733120,6
-49,11,-95,"[0, 0, 0, 10, 0]",178779816,6
-49,11,-95,"[0, 0, -10, 4, -12]",178789505,6
-49,11,-95,"[0, 0, -7, 7, -8]",178793655,6
-49,11,-95,"[0, 0, 9, 1, 12]",178797235,6
-50,11,-95,"[0, 0, -10, 2, -13]",178833394,6
-49,11,-95,"[0, 0, -3, 9, -3]",178845580,6
-49,11,-95,"[0, 0, 8, 3, 10]",178852530,6
-49,11,-95,"[0, 0, 4, 8, 5]",178856840,6
-49,11,-95,"[0, 0, 6, 6, 8]",178869319,6
-49,11,-95,"[0, 0, -10, 0, -13]",178873260,6
-49,11,-95,"[0, 0, -7, -7, -9]",178884557,6
-49,11,-95,"[0, 0, 2, 8, 3]",178889601,6
-49,11,-95,"[0, 0, 4, -8, 5]",178895191,6
-49,11,-95,"[0, 0, -9, 1, -13]",178900512,6
-48,11,-95,"[0, 0, -3, -9, -4]",178942836,6
-48,11,-95,"[0, 0, -9, 4, -11]",178948167,6
-48,11,-95,"[0, 0, 8, 2, 10]",178956844,6
-47,11,-95,"[0, 0, 8, 2, 10]",178961005,6
-47,11,-95,"[0, 0, 7, 3, 9]",178967992,6
-47,11,-95,"[0, 0, 4, -7, 5]",178977897,6
-47,11,-95,"[0, 0, -6, 6, -8]",178985892,6
-47,11,-95,"[0, 0, 7, -4, 10]",178989998,6
-47,11,-95,"[0, 0, -3, 8, -4]",179034351,6
-47,11,-95,"[0, 0, 4, -8, 5]",179043819,6
-47,11,-95,"[0, 0, -8, -5, -11]",179051573,6
-47,11,-95,"[0, 0, -7, 6, -9]",179055305,6
-47,11,-95,"[0, 0, 5, 6, 8]",179060374,6
-48,11,-95,"[0, 0, -2, -9, -3]",179066227,6
-48,11,-95,"[0, 0, -9, -1, -12]",179075060,6
-48,11,-95,"[0, 0, -1, 8, -2]",179084296,6
-48,11,-95,"[0, 0, 5, -7, 7]",179090153,6
-48,11,-95,"[0, 0, 8, -2, 10]",179094463,6
-48,11,-95,"[0, 0, -8, -4, -10]",179098573,6
-48,11,-95,"[0, 0, 7, 1, 10]",179102395,6
-49,11,-95,"[0, 0, 8, -2, 11]",179135689,6
-49,11,-95,"[0, 0, 0, 7, 1]",179146361,6
-50,11,-95,"[0, 0, 7, -1, 10]",179152930,6
-50,11,-95,"[0, 0, 0, -8, -1]",179158145,6
-50,11,-95,"[0, 0, 4, -6, 6]",179162469,6
-50,11,-95,"[0, 0, -8, 1, -10]",179166317,6
-49,11,-95,"[0, 0, 3, 3, 5]",179174466,6
-48,11,-95,"[0, 0, 3, -5, 4]",179182624,6
-49,11,-95,"[0, 0, -5, -3, -9]",179186614,6
-50,11,-95,"[0, 0, -5, -6, -8]",179193067,6
-50,11,-95,"[0, 0, 2, -8, 2]",179199552,6
-49,11,-95,"[0, 0, -3, 8, -4]",179204200,6
-50,11,-95,"[0, 0, 7, -9, 8]",179248599,6
-50,11,-95,"[0, 0, -4, -12, -5]",179257068,6
-50,11,-95,"[0, 0, 5, 11, 6]",179260905,6
-50,11,-95,"[0, 0, 11, 3, 13]",179266143,6
-50,11,-95,"[0, 0, -13, 2, -15]",179269975,6
-50,11,-95,"[0, 0, 12, 4, 13]",179278683,6
-50,11,-95,"[0, 0, 12, -6, 13]",179287158,6
-50,11,-95,"[0, 0, 11, 9, 12]",179290824,6
-49,11,-95,"[0, 0, 8, 9, 10]",179299056,6
-49,11,-95,"[0, 0, -13, 1, -15]",179304904,6
-49,11,-95,"[0, 0, 11, -9, 13]",179308602,6
-47,11,-95,"[0, 0, -9, -5, -11]",179344920,6
-47,11,-95,"[0, 0, -2, 9, -1]",179357660,6
-47,11,-95,"[0, 0, -9, -2, -12]",179364825,6
-47,11,-95,"[0, 0, 3, 8, 5]",179369622,6
-47,11,-95,"[0, 0, -9, -1, -11]",179373702,6
-47,11,-95,"[0, 0, -7, 5, -9]",179377456,6
-47,11,-95,"[0, 0, 1, 8, 3]",179390615,6
-48,11,-95,"[0, 0, -8, -5, -11]",179397530,6
-47,11,-95,"[0, 0, -7, 4, -9]",179401407,6
-48,11,-95,"[0, 0, -9, 0, -11]",179405455,6
-48,11,-95,"[0, 0, -8, 3, -10]",179409217,6
-48,11,-95,"[0, 0, -4, 6, -4]",179442313,6
-48,11,-95,"[0, 0, 3, -7, 2]",179465528,6
-48,11,-95,"[0, 0, -4, -6, -7]",179484477,6
-48,11,-95,"[0, 0, -5, -5, -8]",179496055,6
-48,11,-95,"[0, 0, 6, 1, 9]",179504454,6
-48,11,-95,"[0, 0, 5, -2, 7]",179532166,6
-49,11,-95,"[0, 0, 4, 2, 7]",179538777,6
-48,11,-95,"[0, 0, -4, 3, -5]",179563306,6
-48,11,-95,"[0, 0, 2, -5, 2]",179571037,6
-49,11,-95,"[0, 0, 4, 1, 7]",179575236,6
-48,11,-95,"[0, 0, 5, 0, 8]",179583980,6
-48,11,-95,"[0, 0, -5, -2, -9]",179589840,6
-49,11,-95,"[0, 0, 3, -4, 3]",179593516,6
-49,11,-95,"[0, 0, 0, 5, 2]",179599354,6
-49,11,-95,"[0, 0, -5, -2, -8]",179610835,6
-49,11,-95,"[0, 0, 4, -2, 6]",179614927,6
-49,11,-95,"[0, 0, 4, -1, 7]",179649114,6
-49,11,-95,"[0, 0, 0, -5, -1]",179658103,6
-49,11,-95,"[0, 0, -5, -1, -8]",179664126,6
-48,11,-95,"[0, 0, -2, 4, -2]",179673115,6
-48,11,-95,"[0, 0, -5, 2, -8]",179681075,6
-49,11,-95,"[0, 0, -3, 4, -4]",179696275,6
-51,11,-95,"[0, 0, -2, -10, -3]",179709239,6
-51,11,-95,"[0, 0, -7, -6, -10]",179718120,6
-51,11,-95,"[0, 0, 6, 5, 9]",179763682,6
-50,11,-95,"[0, 0, -3, -3, -4]",179991080,6
-53,11,-95,"[0, 0, -5, 2, -8]",180024933,6
-53,11,-95,"[0, 0, -4, -4, -8]",180072141,6
-53,11,-95,"[0, 0, -5, -3, -8]",180078223,6
-53,11,-95,"[0, 0, 3, 3, 6]",180099666,6
-53,11,-95,"[0, 0, -3, -4, -6]",180117733,6
-53,11,-95,"[0, 0, -4, 1, -6]",180124600,6
-51,11,-95,"[0, 0, -2, -5, -4]",180310197,6
-51,11,-95,"[0, 0, 0, -5, -3]",180317645,6
-51,11,-95,"[0, 0, -4, -3, -2]",180322086,6
-51,11,-95,"[0, 0, 3, -2, -1]",180325790,6
-51,11,-95,"[0, 0, 1, 4, 1]",180331110,6
-48,11,-95,"[0, 0, -3, -1, 0]",180420813,6
-48,11,-95,"[0, 0, 0, -3, 2]",180428946,6
-48,11,-95,"[0, 0, -3, 1, -2]",180432682,6
-48,11,-95,"[0, 0, -2, -1, 1]",180442028,6
-48,11,-95,"[0, 0, 1, -1, 1]",180446127,6
-48,11,-95,"[0, 0, -1, 1, -4]",180450225,6
-48,11,-95,"[0, 0, -1, -2, 2]",180455282,6
-48,11,-95,"[0, 0, -2, 0, -1]",180459035,6
-48,11,-95,"[0, 0, 0, 1, -3]",180462650,6
-48,11,-95,"[0, 0, 0, 1, -3]",180466843,6
-49,11,-95,"[0, 0, 0, -1, 1]",180477337,6
-49,11,-95,"[0, 0, -1, 1, -2]",180486194,6
-49,11,-95,"[0, 0, 1, 1, -3]",180489685,6
-49,11,-95,"[0, 0, -2, 0, 0]",180494724,6
-49,11,-95,"[0, 0, -1, 1, -2]",180498488,6
-49,11,-95,"[0, 0, 2, -1, -1]",180509126,6
-49,11,-95,"[0, 0, 2, -3, 0]",180518713,6
-49,11,-95,"[0, 0, 1, 3, -2]",180526186,6
-49,11,-95,"[0, 0, 3, -3, 0]",180532907,6
-49,11,-95,"[0, 0, -4, -5, -1]",180570442,6
-49,11,-95,"[0, 0, -3, -6, -1]",180586660,6
-49,11,-95,"[0, 0, -2, 6, -3]",180590529,6
-49,11,-95,"[0, 0, -6, -2, -3]",180594348,6
-49,11,-95,"[0, 0, -6, 2, -4]",180598929,6
-49,11,-95,"[0, 0, -6, -2, -3]",180602727,6
-49,11,-95,"[0, 0, 4, 3, 1]",180610776,6
-49,11,-95,"[0, 0, 1, -7, 1]",180615595,6
-49,11,-95,"[0, 0, 3, 6, 0]",180627816,6
-49,11,-95,"[0, 0, 6, -2, 3]",180631299,6
-49,11,-95,"[0, 0, 1, 6, -1]",180635116,6
-48,11,-95,"[0, 0, 9, -4, 7]",180785531,6
-48,11,-95,"[0, 0, 11, -2, 8]",180793220,6
-48,11,-95,"[0, 0, 11, 0, 8]",180797673,6
-48,11,-95,"[0, 0, 10, 3, 7]",180801726,6
-48,11,-95,"[0, 0, -1, -11, 0]",180805730,6
-48,11,-95,"[0, 0, -11, -2, -8]",180815682,6
-48,11,-95,"[0, 0, -10, 5, -8]",180820524,6
-48,11,-95,"[0, 0, 10, -3, 7]",180824643,6
-48,11,-95,"[0, 0, -5, -10, -3]",180834320,6
-48,11,-95,"[0, 0, -12, 2, -9]",180838070,6
-48,11,-95,"[0, 0, 6, 7, 4]",180842345,6
-48,11,-95,"[0, 0, -5, 9, -4]",180875831,6
-52,11,-95,"[0, 0, 3, 13, 3]",180886886,6
-48,11,-95,"[0, 0, -1, -13, -1]",180934283,6
-48,11,-95,"[0, 0, 10, -7, 7]",180938220,6
-48,11,-95,"[0, 0, 11, -6, 7]",180943489,6
-53,11,-95,"[0, 0, 14, 11, 12]",181006704,6
-53,11,-95,"[0, 0, 1, 16, 1]",181010512,6
-53,11,-95,"[0, 0, -18, -4, -15]",181113306,6
-53,11,-95,"[0, 0, 16, -1, 14]",181119745,6
-54,11,-95,"[0, 0, 9, 13, 8]",181128304,6
-54,11,-95,"[0, 0, 1, -17, 0]",181132186,6
-54,11,-95,"[0, 0, -11, -14, -10]",181145324,6
-53,11,-95,"[0, 0, 14, 10, 12]",181149725,6
-54,11,-95,"[0, 0, -16, 1, -14]",181183563,6
-54,11,-95,"[0, 0, -11, -11, -11]",181194424,6
-54,11,-95,"[0, 0, -9, -12, -8]",181201087,6
-54,11,-95,"[0, 0, 5, -15, 3]",181205043,6
-54,11,-95,"[0, 0, -8, 13, -6]",181211900,6
-54,11,-95,"[0, 0, -11, 10, -8]",181217606,6
-54,11,-95,"[0, 0, -13, 7, -11]",181230643,6
-54,11,-95,"[0, 0, -11, -10, -10]",181236374,6
-54,11,-95,"[0, 0, -5, -14, -5]",181246282,6
-52,11,-95,"[0, 0, -11, 4, -8]",181252734,6
-54,11,-95,"[0, 0, 6, -5, 3]",181296441,6
-54,11,-95,"[0, 0, 7, -1, 4]",181304199,6
-54,11,-95,"[0, 0, 5, 2, 2]",181309365,6
-54,11,-95,"[0, 0, -4, 6, -3]",181314973,6
-54,11,-95,"[0, 0, 5, 3, 2]",181324854,6
-54,11,-95,"[0, 0, 6, -2, 3]",181333800,6
-54,11,-95,"[0, 0, -7, 0, -4]",181345009,6
-54,11,-95,"[0, 0, -5, -3, -2]",181348689,6
-54,11,-95,"[0, 0, 4, 2, 1]",181352414,6
-53,11,-95,"[0, 0, 6, -5, 6]",181389331,6
-52,11,-95,"[0, 0, -9, -2, -8]",181442609,6
-52,11,-95,"[0, 0, -5, -8, -4]",181449962,6
-52,11,-95,"[0, 0, 7, -6, 6]",181490900,6
-53,11,-95,"[0, 0, -5, 8, -5]",181545202,6
-53,11,-95,"[0, 0, 9, -4, 8]",181558616,6
-52,11,-95,"[0, 0, -5, 9, -5]",181562474,6
-51,11,-95,"[0, 0, 1, 10, 0]",181640976,6
-51,11,-95,"[0, 0, 8, 6, 6]",181652889,6
-51,11,-95,"[0, 0, 10, -1, 9]",181696109,6
-51,11,-95,"[0, 0, -4, 9, -4]",181713360,6
-51,11,-95,"[0, 0, -7, 8, -6]",181719869,6
-51,11,-95,"[0, 0, 5, -9, 5]",181724678,6
-51,11,-95,"[0, 0, 5, -10, 5]",181728745,6
-51,11,-95,"[0, 0, 8, 5, 7]",181740162,6
-51,11,-95,"[0, 0, 9, 4, 7]",181751814,6
-51,11,-95,"[0, 0, -4, 9, -4]",181756723,6
-51,11,-95,"[0, 0, 8, 5, 6]",181761844,6
-51,11,-95,"[0, 0, -6, 7, -6]",181765806,6
-51,11,-95,"[0, 0, 1, -10, 2]",181798651,6
-51,11,-95,"[0, 0, -5, 9, -5]",181809696,6
-51,11,-95,"[0, 0, 6, 5, 5]",181819556,6
-51,11,-95,"[0, 0, -8, 4, -8]",181823253,6
-51,11,-95,"[0, 0, 9, -1, 7]",181827124,6
-51,11,-95,"[0, 0, -5, -8, -3]",181830872,6
-51,11,-95,"[0, 0, -10, 2, -8]",181850350,6
-51,11,-95,"[0, 0, 2, -10, 3]",181857572,6
-51,11,-95,"[0, 0, 7, 6, 5]",181862492,6
-51,11,-95,"[0, 0, -8, -7, -6]",181866352,6
-51,11,-95,"[0, 0, 0, -10, 1]",181870164,6
-50,11,-95,"[0, 0, -9, 4, -8]",182058752,6
-51,11,-95,"[0, 0, 2, 8, 0]",182065075,6
-51,11,-95,"[0, 0, 6, 6, 4]",182105104,6
-51,11,-95,"[0, 0, -2, 8, -3]",182123112,6
-51,11,-95,"[0, 0, 8, -3, 7]",182126994,6
-51,11,-95,"[0, 0, -8, -5, -7]",182133845,6
-51,11,-95,"[0, 0, 9, 0, 7]",182139446,6
-51,11,-95,"[0, 0, 0, -9, 1]",182144689,6
-51,11,-95,"[0, 0, 7, 4, 5]",182152177,6
-51,11,-95,"[0, 0, 7, -7, 6]",182155936,6
-51,11,-95,"[0, 0, -1, -9, 0]",182169447,6
-51,11,-95,"[0, 0, -6, 8, -6]",182207675,6
-51,11,-95,"[0, 0, 6, 5, 5]",182219684,6
-51,11,-95,"[0, 0, 7, 4, 5]",182226984,6
-51,11,-95,"[0, 0, 5, 7, 3]",182232811,6
-51,11,-95,"[0, 0, -5, 8, -5]",182237028,6
-51,11,-95,"[0, 0, 9, 3, 7]",182240777,6
-51,11,-95,"[0, 0, -7, 7, -7]",182250968,6
-51,11,-95,"[0, 0, 6, -7, 6]",182256582,6
-51,11,-95,"[0, 0, -8, -5, -6]",182277249,6
-51,11,-95,"[0, 0, 5, 6, 3]",182314793,6
-51,11,-95,"[0, 0, 8, 1, 7]",182319786,6
-51,11,-95,"[0, 0, 4, -8, 4]",182329500,6
-51,11,-95,"[0, 0, 4, -7, 5]",182335999,6
-51,11,-95,"[0, 0, 6, -5, 6]",182341958,6
-51,11,-95,"[0, 0, -1, -8, 0]",182346263,6
-51,11,-95,"[0, 0, -8, 4, -7]",182350414,6
-51,11,-95,"[0, 0, 6, 4, 4]",182355916,6
-51,11,-95,"[0, 0, -3, -7, -1]",182363309,6
-51,11,-95,"[0, 0, -4, -7, -3]",182368986,6
-51,11,-95,"[0, 0, 6, 4, 4]",182380814,6
-51,11,-95,"[0, 0, -2, -8, 0]",182421489,6
-51,11,-95,"[0, 0, 2, -7, 3]",182435163,6
-51,11,-95,"[0, 0, -5, 6, -6]",182440383,6
-51,11,-95,"[0, 0, -2, 6, -4]",182444701,6
-51,11,-95,"[0, 0, -5, 5, -7]",182449719,6
-52,11,-95,"[0, 0, -5, -5, -3]",182454357,6
-52,11,-95,"[0, 0, -3, 5, -5]",182461756,6
-51,11,-95,"[0, 0, -7, 1, -8]",182465697,6
-51,11,-95,"[0, 0, -6, 4, -7]",182477733,6
-52,11,-95,"[0, 0, 5, -3, 6]",182481594,6
-53,11,-95,"[0, 0, 3, -3, 3]",182528405,6
-52,11,-95,"[0, 0, -6, 0, -5]",182542152,6
-53,11,-95,"[0, 0, -1, 4, -4]",182555112,6
-53,11,-95,"[0, 0, -5, -1, -3]",182565158,6
-53,11,-95,"[0, 0, 0, 3, -3]",182576889,6
-53,11,-95,"[0, 0, 0, -4, 2]",182581289,6
-53,11,-95,"[0, 0, -2, -3, 0]",182618067,6
-53,11,-95,"[0, 0, 2, 2, 0]",182630709,6
-53,11,-95,"[0, 0, 3, -3, 4]",182642590,6
-56,11,-95,"[0, 0, -7, 2, -8]",182646568,6
-55,11,-95,"[0, 0, 0, 5, -1]",182650608,6
-56,11,-95,"[0, 0, 5, 1, 5]",182666185,6
-55,11,-95,"[0, 0, 1, 3, 0]",182674344,6
-55,11,-95,"[0, 0, -4, -1, -5]",182681308,6
-54,11,-95,"[0, 0, 1, -3, 0]",182739333,6
-54,11,-95,"[0, 0, -3, -1, -1]",182745254,6
-54,11,-95,"[0, 0, -4, 1, -2]",182758899,6
-54,11,-95,"[0, 0, 3, -2, 1]",182766820,6
-54,11,-95,"[0, 0, -4, 2, -3]",182772416,6
-54,11,-95,"[0, 0, -5, 1, -3]",182780420,6
-55,11,-95,"[0, 0, -1, -6, -2]",182839562,6
-56,11,-95,"[0, 0, 5, 2, 3]",182843951,6
-56,11,-95,"[0, 0, 9, -4, 6]",182849894,6
-55,11,-95,"[0, 0, -10, 3, -8]",182853896,6
-55,11,-95,"[0, 0, 3, -10, 2]",182861666,6
-56,11,-95,"[0, 0, 8, -5, 6]",182869119,6
-55,11,-95,"[0, 0, -11, -4, -10]",182872866,6
-55,11,-95,"[0, 0, 10, -5, 8]",182879550,6
-55,11,-95,"[0, 0, -7, -11, -7]",182888993,6
-55,11,-95,"[0, 0, 5, 11, 6]",182924949,6
-55,11,-95,"[0, 0, -12, 7, -9]",182936220,6
-55,11,-95,"[0, 0, 5, 14, 6]",182944176,6
-55,11,-95,"[0, 0, -5, -15, -6]",182949248,6
-55,11,-95,"[0, 0, -2, -15, -3]",182953323,6
-55,11,-95,"[0, 0, -16, -1, -14]",182957760,6
-54,11,-95,"[0, 0, -17, -1, -15]",182962499,6
-54,11,-95,"[0, 0, 14, 9, 13]",182969622,6
-54,11,-95,"[0, 0, 12, 10, 12]",182974230,6
-54,11,-95,"[0, 0, 15, 4, 14]",182982619,6
-54,11,-95,"[0, 0, -14, -10, -14]",182992312,6
-54,11,-95,"[0, 0, -10, -14, -10]",183005321,6
-54,11,-95,"[0, 0, 2, -17, 0]",183009535,6
-54,11,-95,"[0, 0, -17, -1, -16]",183014374,6
-54,11,-95,"[0, 0, -17, 0, -16]",183019789,6
-54,11,-95,"[0, 0, 8, 16, 8]",183066185,6
-54,11,-95,"[0, 0, 15, 7, 14]",183074306,6
-54,11,-95,"[0, 0, 16, -5, 14]",183078748,6
-54,11,-95,"[0, 0, 17, 4, 15]",183086344,6
-54,11,-95,"[0, 0, -17, 7, -14]",183090326,6
-54,11,-95,"[0, 0, -17, -5, -16]",183097248,6
-53,11,-95,"[0, 0, 7, -16, 4]",183140064,6
-53,11,-95,"[0, 0, 18, 0, 16]",183146856,6
-53,11,-95,"[0, 0, 12, -12, 9]",183154288,6
-53,11,-95,"[0, 0, 14, 8, 13]",183158649,6
-53,11,-95,"[0, 0, 17, -2, 15]",183164321,6
-53,11,-95,"[0, 0, 16, 6, 14]",183169611,6
-53,11,-95,"[0, 0, 16, -8, 14]",183179749,6
-52,11,-95,"[0, 0, 12, -14, 10]",183192739,6
-53,11,-95,"[0, 0, -18, 0, -16]",183197292,6
-52,11,-95,"[0, 0, 5, -17, 3]",183201123,6
-52,11,-95,"[0, 0, 16, 10, 15]",183242185,6
-52,11,-95,"[0, 0, 0, -18, -1]",183250398,6
-52,11,-95,"[0, 0, -19, 3, -18]",183256316,6
-52,11,-95,"[0, 0, -11, 16, -9]",183260765,6
-52,11,-95,"[0, 0, 5, -19, 4]",183265295,6
-52,11,-95,"[0, 0, -6, 18, -4]",183276328,6
-52,11,-95,"[0, 0, 9, 16, 9]",183282945,6
-52,11,-95,"[0, 0, -8, 17, -6]",183288785,6
-52,11,-95,"[0, 0, -15, 12, -13]",183292451,6
-52,11,-95,"[0, 0, 6, 18, 6]",183296352,6
-52,11,-95,"[0, 0, -20, 2, -18]",183300860,6
-52,11,-95,"[0, 0, 10, 16, 10]",183344811,6
-51,11,-95,"[0, 0, -9, 17, -7]",183351601,6
-51,11,-95,"[0, 0, -21, -1, -19]",183360021,6
-51,11,-95,"[0, 0, -1, -20, -2]",183366145,6
-51,11,-95,"[0, 0, 2, 18, 3]",183378801,6
-51,11,-95,"[0, 0, 0, -19, -1]",183386184,6
-52,11,-95,"[0, 0, 15, 8, 14]",183393943,6
-51,11,-95,"[0, 0, -16, -11, -15]",183402681,6
-51,11,-95,"[0, 0, -19, 4, -16]",183437454,6
-51,11,-95,"[0, 0, 16, -6, 14]",183452004,6
-51,11,-95,"[0, 0, 8, 16, 8]",183462596,6
-51,11,-95,"[0, 0, -7, 17, -5]",183475609,6
-51,11,-95,"[0, 0, 13, -12, 11]",183483404,6
-51,11,-95,"[0, 0, -15, -11, -14]",183487156,6
-51,11,-95,"[0, 0, -13, 13, -10]",183497011,6
-51,11,-95,"[0, 0, 18, 1, 15]",183509958,6
-52,11,-95,"[0, 0, 9, 14, 9]",183557678,6
-52,11,-95,"[0, 0, 7, 16, 7]",183563383,6
-52,11,-95,"[0, 0, 16, -5, 14]",183569189,6
-52,11,-95,"[0, 0, 17, -1, 15]",183578699,6
-52,11,-95,"[0, 0, 3, -18, 1]",183605417,6
-52,11,-95,"[0, 0, 5, 16, 5]",183611313,6
-51,11,-95,"[0, 0, 18, 3, 17]",183660933,6
-52,11,-95,"[0, 0, 7, 17, 6]",183674647,6
-52,11,-95,"[0, 0, -15, 12, -12]",183705385,6
-51,11,-95,"[0, 0, 15, -8, 12]",183744006,6
-51,11,-95,"[0, 0, -14, 11, -11]",183756946,6
-51,11,-95,"[0, 0, 12, -12, 10]",183764875,6
-51,11,-95,"[0, 0, -17, 3, -15]",183769563,6
-51,11,-95,"[0, 0, -16, -7, -14]",183773643,6
-51,11,-95,"[0, 0, -4, -17, -4]",183777189,6
-51,11,-95,"[0, 0, 12, 13, 11]",183782398,6
-51,11,-95,"[0, 0, -17, 5, -15]",183786240,6
-51,11,-95,"[0, 0, -17, 5, -15]",183794105,6
-51,11,-95,"[0, 0, -12, -11, -11]",183808632,6
-50,11,-95,"[0, 0, 13, -11, 11]",183812197,6
-50,11,-95,"[0, 0, 1, 16, 2]",183815902,6
-50,11,-95,"[0, 0, -2, -14, -3]",183867360,6
-50,11,-95,"[0, 0, 8, -12, 6]",183871851,6
-50,11,-95,"[0, 0, -15, 1, -13]",183878310,6
-50,11,-95,"[0, 0, 6, 12, 5]",183893046,6
-50,11,-95,"[0, 0, -1, -14, -1]",183896920,6
-50,11,-95,"[0, 0, 12, -7, 10]",183912400,6
-50,11,-95,"[0, 0, 13, -2, 11]",183916475,6
-50,11,-95,"[0, 0, -6, 13, -4]",183958951,6
-50,11,-95,"[0, 0, -14, 6, -12]",183966422,6
-50,11,-95,"[0, 0, 0, -15, -1]",183970667,6
-50,11,-95,"[0, 0, 1, -15, -1]",183974464,6
-50,11,-95,"[0, 0, 9, 11, 8]",183979533,6
-50,11,-95,"[0, 0, -15, 2, -14]",183983508,6
-50,11,-95,"[0, 0, -8, -13, -8]",183988822,6
-50,11,-95,"[0, 0, 13, 6, 12]",184000809,6
-50,11,-95,"[0, 0, -10, -11, -10]",184011728,6
-50,11,-95,"[0, 0, -8, -12, -9]",184018510,6
-50,11,-95,"[0, 0, -16, -1, -15]",184052385,6
-50,11,-95,"[0, 0, 9, 11, 8]",184062231,6
-50,11,-95,"[0, 0, -8, -13, -8]",184070571,6
-50,11,-95,"[0, 0, 4, -15, 3]",184076827,6
-50,11,-95,"[0, 0, -1, -15, -3]",184080750,6
-50,11,-95,"[0, 0, -15, -2, -15]",184092514,6
-50,11,-95,"[0, 0, 1, 14, 2]",184103590,6
-50,11,-95,"[0, 0, -12, -8, -12]",184113945,6
-50,11,-95,"[0, 0, -14, 5, -13]",184138732,6
-50,11,-95,"[0, 0, -12, 7, -11]",184144692,6
-50,11,-95,"[0, 0, 13, -4, 12]",184149918,6
-50,11,-95,"[0, 0, 12, 6, 11]",184157796,6
-49,11,-95,"[0, 0, 8, 11, 8]",184171498,6
-49,11,-95,"[0, 0, 13, 0, 12]",184177985,6
-49,11,-95,"[0, 0, -14, 1, -13]",184182116,6
-49,11,-95,"[0, 0, 13, -1, 12]",184192485,6
-49,11,-95,"[0, 0, -4, 12, -3]",184200389,6
-49,11,-95,"[0, 0, 1, 12, 1]",184205665,6
-49,11,-95,"[0, 0, 2, 12, 2]",184214204,6
-49,11,-95,"[0, 0, -12, -8, -12]",184221711,6
-49,11,-95,"[0, 0, -14, -3, -13]",184256130,6
-50,11,-95,"[0, 0, 9, 9, 9]",184266373,6
-50,11,-95,"[0, 0, 3, 13, 3]",184272888,6
-49,11,-95,"[0, 0, -10, 10, -9]",184279007,6
-49,11,-95,"[0, 0, -12, 8, -12]",184282943,6
-49,11,-95,"[0, 0, 3, -14, 2]",184288415,6
-49,11,-95,"[0, 0, -14, -2, -14]",184293800,6
-49,11,-95,"[0, 0, 13, -5, 12]",184300226,6
-49,11,-95,"[0, 0, -10, -11, -10]",184304387,6
-49,11,-95,"[0, 0, -14, 0, -14]",184312904,6
-49,11,-95,"[0, 0, -12, -8, -12]",184316849,6
-49,11,-95,"[0, 0, 14, -3, 13]",184324216,6
-49,11,-95,"[0, 0, 7, -13, 6]",184369455,6
-49,11,-95,"[0, 0, 3, 13, 3]",184381699,6
-49,11,-95,"[0, 0, 10, 10, 9]",184388866,6
-49,11,-95,"[0, 0, 12, -8, 11]",184399674,6
-49,11,-95,"[0, 0, 10, 9, 10]",184406070,6
-49,11,-95,"[0, 0, 14, -3, 13]",184411469,6
-49,11,-95,"[0, 0, 9, 9, 9]",184417180,6
-49,11,-95,"[0, 0, 1, 14, 2]",184421258,6
-49,11,-95,"[0, 0, 6, -13, 5]",184426217,6
-49,11,-95,"[0, 0, -4, -15, -5]",184461695,6
-49,11,-95,"[0, 0, 3, 14, 3]",184471516,6
-49,11,-95,"[0, 0, 7, 12, 8]",184481533,6
-49,11,-95,"[0, 0, -4, -14, -5]",184486891,6
-49,11,-95,"[0, 0, -4, 14, -2]",184491168,6
-49,11,-95,"[0, 0, -14, 5, -14]",184495524,6
-49,11,-95,"[0, 0, 3, -15, 2]",184501530,6
-49,11,-95,"[0, 0, -14, 5, -13]",184509611,6
-49,11,-95,"[0, 0, -15, 3, -14]",184513406,6
-49,11,-95,"[0, 0, 4, 13, 5]",184522312,6
-49,11,-95,"[0, 0, -12, -9, -12]",184531309,6
-49,11,-95,"[0, 0, -16, -1, -15]",184573695,6
-49,11,-95,"[0, 0, -15, -6, -14]",184587383,6
-49,11,-95,"[0, 0, 12, 8, 12]",184594228,6
-49,11,-95,"[0, 0, 6, -14, 4]",184607467,6
-49,11,-95,"[0, 0, 1, 15, 1]",184615788,6
-49,11,-95,"[0, 0, 13, -8, 11]",184624955,6
-49,11,-95,"[0, 0, -2, -15, -3]",184666926,6
-49,11,-95,"[0, 0, -2, -15, -3]",184683586,6
-49,11,-95,"[0, 0, -2, -15, -4]",184691579,6
-49,11,-95,"[0, 0, 5, -14, 4]",184696875,6
-49,11,-95,"[0, 0, -2, -15, -3]",184709326,6
-49,11,-95,"[0, 0, -16, 1, -15]",184715526,6
-49,11,-95,"[0, 0, -14, -7, -14]",184731520,6
-49,11,-95,"[0, 0, 5, -15, 3]",184767042,6
-49,11,-95,"[0, 0, 13, -7, 12]",184776406,6
-49,11,-95,"[0, 0, -16, 2, -15]",184785691,6
-49,11,-95,"[0, 0, 7, 13, 7]",184790257,6
