rssi,rate,noise_floor,data,local_time,channel
-51,11,-95,"[0, 0, 6, 13, 6]",198539003,6
-50,11,-95,"[0, 0, 15, 2, 14]",198549235,6
-51,11,-95,"[0, 0, -8, 13, -6]",198553593,6
-51,11,-95,"[0, 0, 12, -9, 10]",198557448,6
-51,11,-95,"[0, 0, 9, -13, 7]",198596835,6
-51,11,-95,"[0, 0, 8, -14, 5]",198615183,6
-51,11,-95,"[0, 0, 13, 7, 12]",198619263,6
-51,11,-95,"[0, 0, 14, 3, 13]",198625197,6
-51,11,-95,"[0, 0, -16, 0, -14]",198641316,6
-51,11,-95,"[0, 0, 0, 15, 1]",198653023,6
-51,11,-95,"[0, 0, -14, 9, -12]",198659117,6
-51,11,-95,"[0, 0, 3, 14, 4]",198704975,6
-50,11,-95,"[0, 0, -15, 4, -13]",198711485,6
-50,11,-95,"[0, 0, 15, 1, 14]",198716689,6
-50,11,-95,"[0, 0, 1, 15, 2]",198721174,6
-50,11,-95,"[0, 0, -16, 1, -15]",198724852,6
-51,11,-95,"[0, 0, 4, -15, 2]",198729213,6
-50,11,-95,"[0, 0, -4, -15, -5]",198741891,6
-50,11,-95,"[0, 0, 6, -14, 4]",198747032,6
-50,11,-95,"[0, 0, 0, 15, 2]",198759374,6
-51,11,-95,"[0, 0, 14, -7, 12]",198797935,6
-51,11,-95,"[0, 0, 5, -15, 3]",198808445,6
-51,11,-95,"[0, 0, -11, -11, -12]",198814225,6
-51,11,-95,"[0, 0, 15, -2, 13]",198826288,6
-51,11,-95,"[0, 0, -14, 8, -13]",198832285,6
-51,11,-95,"[0, 0, 14, 4, 13]",198843173,6
-51,11,-95,"[0, 0, -5, -15, -7]",198850013,6
-51,11,-95,"[0, 0, -11, -11, -11]",198860939,6
-51,11,-95,"[0, 0, 13, -7, 11]",198898785,6
-51,11,-95,"[0, 0, -2, -16, -3]",198917256,6
-51,11,-95,"[0, 0, -16, -2, -15]",198925466,6
-51,11,-95,"[0, 0, 9, -13, 7]",198929156,6
-51,11,-95,"[0, 0, -15, 6, -13]",198938687,6
-51,11,-95,"[0, 0, -5, 14, -3]",198942584,6
-51,11,-95,"[0, 0, 14, -5, 12]",198946588,6
-51,11,-95,"[0, 0, 13, -8, 11]",198956711,6
-51,11,-95,"[0, 0, 2, -15, 0]",198960609,6
-51,11,-95,"[0, 0, 2, -15, 1]",198964523,6
-51,11,-95,"[0, 0, 15, -3, 14]",198968603,6
-51,11,-95,"[0, 0, -15, 3, -14]",199001348,6
-51,11,-95,"[0, 0, -5, -14, -7]",199011914,6
-51,11,-95,"[0, 0, 10, -11, 8]",199020580,6
-51,11,-95,"[0, 0, -15, -1, -14]",199029987,6
-51,11,-95,"[0, 0, -6, 13, -5]",199040764,6
-51,11,-95,"[0, 0, 1, -15, 0]",199049064,6
-51,11,-95,"[0, 0, -10, -10, -10]",199052556,6
-51,11,-95,"[0, 0, 14, -1, 13]",199059902,6
-51,11,-95,"[0, 0, 2, -14, 1]",199063519,6
-51,11,-95,"[0, 0, 10, -10, 9]",199067992,6
-50,11,-95,"[0, 0, 1, -14, 0]",199144964,6
-50,11,-95,"[0, 0, 10, 9, 9]",199155277,6
-50,11,-95,"[0, 0, -13, -8, -13]",199162771,6
-51,11,-95,"[0, 0, 12, 7, 11]",199166753,6
-50,11,-95,"[0, 0, -1, -14, -2]",199172921,6
-52,11,-95,"[0, 0, -11, -12, -11]",199206262,6
-52,11,-95,"[0, 0, -5, -15, -7]",199223471,6
-52,11,-95,"[0, 0, 1, 15, 2]",199229911,6
-52,11,-95,"[0, 0, -15, 5, -14]",199235491,6
-52,11,-95,"[0, 0, 13, -9, 11]",199239756,6
-52,11,-95,"[0, 0, 12, -11, 10]",199253169,6
-52,11,-95,"[0, 0, 1, 15, 2]",199257552,6
-52,11,-95,"[0, 0, -10, 13, -8]",199265292,6
-52,11,-95,"[0, 0, 14, -6, 13]",199272691,6
-52,11,-95,"[0, 0, 4, -16, 2]",199308049,6
-52,11,-95,"[0, 0, -4, -16, -6]",199316579,6
-52,11,-95,"[0, 0, 4, -16, 1]",199323097,6
-50,11,-95,"[0, 0, 9, -12, 8]",199328652,6
-51,11,-95,"[0, 0, -5, -14, -6]",199333500,6
-51,11,-95,"[0, 0, 6, -13, 4]",199338249,6
-51,11,-95,"[0, 0, 6, -13, 4]",199343524,6
-51,11,-95,"[0, 0, 12, -6, 11]",199347191,6
-52,11,-95,"[0, 0, -12, 10, -10]",199360388,6
-52,11,-95,"[0, 0, -11, -13, -12]",199372495,6
-53,11,-95,"[0, 0, 13, 8, 13]",199377172,6
-51,11,-95,"[0, 0, 9, -12, 8]",199415924,6
-52,11,-95,"[0, 0, -16, 6, -15]",199422497,6
-52,11,-95,"[0, 0, 6, -16, 4]",199430016,6
-52,11,-95,"[0, 0, -17, -5, -17]",199433646,6
-52,11,-95,"[0, 0, 14, -9, 12]",199437224,6
-52,11,-95,"[0, 0, -17, -3, -17]",199441107,6
-52,11,-95,"[0, 0, -6, -16, -7]",199445205,6
-52,11,-95,"[0, 0, -15, -6, -15]",199459582,6
-52,11,-95,"[0, 0, -6, 16, -4]",199467831,6
-52,11,-95,"[0, 0, 0, 16, 2]",199478418,6
-50,11,-95,"[0, 0, -1, 14, 0]",199523952,6
-50,11,-95,"[0, 0, 11, 8, 12]",199530704,6
-51,11,-95,"[0, 0, 4, -14, 3]",199542315,6
-50,11,-95,"[0, 0, -4, 14, -3]",199546583,6
-51,11,-95,"[0, 0, 4, 13, 5]",199550364,6
-50,11,-95,"[0, 0, -2, -15, -4]",199553959,6
-51,11,-95,"[0, 0, -5, 14, -3]",199562303,6
-50,11,-95,"[0, 0, -14, 6, -13]",199568016,6
-51,11,-95,"[0, 0, -14, 4, -14]",199572353,6
-50,11,-95,"[0, 0, -14, 7, -13]",199576416,6
-51,11,-95,"[0, 0, 14, 3, 14]",199626907,6
-50,11,-95,"[0, 0, -1, -16, -3]",199638787,6
-50,11,-95,"[0, 0, 14, 4, 14]",199645197,6
-50,11,-95,"[0, 0, 6, 14, 7]",199654697,6
-51,11,-95,"[0, 0, -9, 12, -7]",199659188,6
-51,11,-95,"[0, 0, 15, -4, 14]",199666452,6
-51,11,-95,"[0, 0, -16, -4, -17]",199670731,6
-51,11,-95,"[0, 0, 6, -14, 4]",199680657,6
-51,11,-95,"[0, 0, 1, 15, 3]",199743410,6
-51,11,-95,"[0, 0, 10, -11, 8]",199751756,6
-51,11,-95,"[0, 0, -4, -15, -5]",199769608,6
-50,11,-95,"[0, 0, -2, 14, -1]",199821121,6
-51,11,-95,"[0, 0, 13, -4, 12]",199838808,6
-51,11,-95,"[0, 0, 14, -1, 14]",199844361,6
-51,11,-95,"[0, 0, 10, 8, 11]",199848981,6
-50,11,-95,"[0, 0, -10, 12, -9]",199853616,6
-51,11,-95,"[0, 0, 13, -6, 12]",199861948,6
-50,11,-95,"[0, 0, -8, -12, -8]",199868139,6
-50,11,-95,"[0, 0, 14, 0, 14]",199875630,6
-50,11,-95,"[0, 0, 12, 6, 12]",199880514,6
-50,11,-95,"[0, 0, -14, 3, -13]",199884491,6
-50,11,-95,"[0, 0, -7, 12, -6]",199889074,6
-50,11,-95,"[0, 0, -15, -2, -15]",199923614,6
-50,11,-95,"[0, 0, -16, -2, -16]",199933492,6
-50,11,-95,"[0, 0, -11, 10, -10]",199942676,6
-50,11,-95,"[0, 0, 11, -9, 10]",199949512,6
-50,11,-95,"[0, 0, -1, 13, 0]",199956059,6
-50,11,-95,"[0, 0, 15, -1, 14]",199962384,6
-50,11,-95,"[0, 0, 8, 11, 9]",199969984,6
-50,11,-95,"[0, 0, -15, -5, -15]",199992775,6
-52,11,-95,"[0, 0, -16, -4, -16]",200026102,6
-52,11,-95,"[0, 0, -6, 16, -4]",200039371,6
-52,11,-95,"[0, 0, 12, -12, 11]",200044469,6
-50,11,-95,"[0, 0, -4, 15, -2]",200051026,6
-50,11,-95,"[0, 0, 0, -16, -1]",200055693,6
-50,11,-95,"[0, 0, 13, 5, 13]",200064534,6
-50,11,-95,"[0, 0, 14, -9, 13]",200074395,6
-50,11,-95,"[0, 0, 7, -13, 6]",200082238,6
-50,11,-95,"[0, 0, 13, -10, 12]",200089286,6
-50,11,-95,"[0, 0, 4, -15, 2]",200093335,6
-50,11,-95,"[0, 0, -14, 6, -13]",200139587,6
-50,11,-95,"[0, 0, 3, 14, 5]",200145514,6
-50,11,-95,"[0, 0, -5, 15, -3]",200149453,6
-50,11,-95,"[0, 0, -7, 14, -6]",200153382,6
-50,11,-95,"[0, 0, -16, -1, -16]",200158688,6
-50,11,-95,"[0, 0, -3, -16, -5]",200162916,6
-51,11,-95,"[0, 0, 14, 5, 14]",200174745,6
-51,11,-95,"[0, 0, 15, -3, 14]",200178931,6
-51,11,-95,"[0, 0, 0, 15, 1]",200188449,6
-50,11,-95,"[0, 0, -3, -17, -5]",200195423,6
-50,11,-95,"[0, 0, 6, 13, 7]",200455905,6
-51,11,-95,"[0, 0, 0, 14, 1]",200461854,6
-50,11,-95,"[0, 0, 12, -9, 11]",200469236,6
-50,11,-95,"[0, 0, -14, 7, -13]",200474980,6
-50,11,-95,"[0, 0, 15, -4, 13]",200485048,6
-51,11,-95,"[0, 0, -1, 15, 0]",200537389,6
-51,11,-95,"[0, 0, -16, -6, -16]",200579610,6
-51,11,-95,"[0, 0, -17, 5, -15]",200594195,6
-51,11,-95,"[0, 0, -14, 10, -13]",200597975,6
-51,11,-95,"[0, 0, 16, -4, 15]",200601703,6
-51,11,-95,"[0, 0, 16, -4, 15]",200605355,6
-51,11,-95,"[0, 0, -15, -6, -15]",200652086,6
-52,11,-95,"[0, 0, 3, 14, 4]",200662722,6
-52,11,-95,"[0, 0, -6, -15, -6]",200668738,6
-51,11,-95,"[0, 0, 14, -1, 13]",200672836,6
-52,11,-95,"[0, 0, -16, -3, -15]",200676696,6
-52,11,-95,"[0, 0, -10, -11, -10]",200695379,6
-51,11,-95,"[0, 0, -15, -6, -14]",200704701,6
-51,11,-95,"[0, 0, 1, -15, 0]",200753420,6
-51,11,-95,"[0, 0, 7, -14, 5]",200761679,6
-51,11,-95,"[0, 0, 9, 12, 9]",200767132,6
-51,11,-95,"[0, 0, 11, -11, 9]",200773049,6
-52,11,-95,"[0, 0, -15, 3, -13]",200786925,6
-51,11,-95,"[0, 0, 16, 2, 14]",200799849,6
-51,11,-95,"[0, 0, -8, -14, -8]",200806023,6
-53,11,-95,"[0, 0, 13, -10, 10]",200813491,6
-51,11,-95,"[0, 0, 10, 11, 10]",200906664,6
-51,11,-95,"[0, 0, 14, 7, 13]",200911933,6
-51,11,-95,"[0, 0, 10, -14, 7]",200916097,6
-51,11,-95,"[0, 0, -17, 5, -15]",200959887,6
-51,11,-95,"[0, 0, 5, -17, 3]",200971031,6
-51,11,-95,"[0, 0, -14, -9, -14]",200979802,6
-51,11,-95,"[0, 0, 12, -12, 11]",201009483,6
-50,11,-95,"[0, 0, 18, 0, 17]",201014373,6
-51,11,-95,"[0, 0, 4, -18, 2]",201049268,6
-50,11,-95,"[0, 0, 2, 17, 4]",201263994,6
-50,11,-95,"[0, 0, 4, -18, 2]",201274467,6
-50,11,-95,"[0, 0, 1, -18, -1]",201286757,6
-49,11,-95,"[0, 0, 8, -17, 6]",201301225,6
-49,11,-95,"[0, 0, 7, 16, 9]",201305870,6
-49,11,-95,"[0, 0, 15, -11, 13]",201312458,6
-49,11,-95,"[0, 0, -17, 8, -15]",201317124,6
-49,11,-95,"[0, 0, 9, 15, 10]",201326554,6
-50,11,-95,"[0, 0, 11, -15, 9]",201374111,6
-49,11,-95,"[0, 0, 17, -5, 16]",201377912,6
-49,11,-95,"[0, 0, -18, 3, -17]",201383256,6
-50,11,-95,"[0, 0, 7, 15, 9]",201387410,6
-50,11,-95,"[0, 0, 3, 16, 5]",201397696,6
-50,11,-95,"[0, 0, -16, 9, -15]",201406515,6
-50,11,-95,"[0, 0, 4, -17, 2]",201416709,6
-51,11,-95,"[0, 0, -13, 10, -12]",201421796,6
-51,11,-95,"[0, 0, 11, 13, 11]",201426767,6
-53,11,-95,"[0, 0, -9, -14, -10]",201459309,6
-53,11,-95,"[0, 0, -3, 16, -1]",201476301,6
-53,11,-95,"[0, 0, 7, -15, 5]",201480299,6
-53,11,-95,"[0, 0, -12, 13, -10]",201487542,6
-51,11,-95,"[0, 0, 10, 12, 10]",201504696,6
-51,11,-95,"[0, 0, -9, 13, -8]",201518116,6
-51,11,-95,"[0, 0, -4, -16, -5]",201525339,6
-51,11,-95,"[0, 0, 15, 5, 14]",201529040,6
-51,11,-95,"[0, 0, 1, 15, 2]",201566005,6
-51,11,-95,"[0, 0, 7, 13, 7]",201579395,6
-51,11,-95,"[0, 0, 14, -10, 12]",201583284,6
-51,11,-95,"[0, 0, 1, 16, 2]",201588742,6
-51,11,-95,"[0, 0, 5, 15, 6]",201594286,6
-51,11,-95,"[0, 0, -16, -3, -15]",201608817,6
-51,11,-95,"[0, 0, -7, 14, -6]",201613119,6
-53,11,-95,"[0, 0, 13, 12, 13]",201621895,6
-53,11,-95,"[0, 0, 9, -16, 6]",201628374,6
-53,11,-95,"[0, 0, 13, 8, 13]",201633295,6
-51,11,-95,"[0, 0, 13, -7, 12]",201676093,6
-51,11,-95,"[0, 0, -16, -6, -15]",201686195,6
-51,11,-95,"[0, 0, 5, 14, 6]",201690072,6
-51,11,-95,"[0, 0, -16, 4, -14]",201697690,6
-51,11,-95,"[0, 0, -3, 15, -1]",201711207,6
-51,11,-95,"[0, 0, 12, -10, 10]",201722127,6
-51,11,-95,"[0, 0, -9, -13, -10]",201727106,6
-51,11,-95,"[0, 0, 3, 15, 4]",201731381,6
-51,11,-95,"[0, 0, -17, -4, -16]",201771254,6
-50,11,-95,"[0, 0, -13, -10, -13]",201778986,6
-50,11,-95,"[0, 0, -14, 10, -13]",201788577,6
-50,11,-95,"[0, 0, 3, -16, 1]",201794049,6
-50,11,-95,"[0, 0, 7, 14, 8]",201797895,6
-50,11,-95,"[0, 0, -16, -3, -16]",201814335,6
-51,11,-95,"[0, 0, -16, 6, -15]",201820145,6
-50,11,-95,"[0, 0, -4, 15, -3]",201827984,6
-50,11,-95,"[0, 0, 11, -12, 10]",201834566,6
-50,11,-95,"[0, 0, 0, -16, -2]",201879527,6
-52,11,-95,"[0, 0, 8, 15, 9]",201936487,6
-51,11,-95,"[0, 0, 13, 10, 13]",201970502,6
-51,11,-95,"[0, 0, -11, 14, -9]",201977444,6
-51,11,-95,"[0, 0, 12, 10, 12]",201983507,6
-50,11,-95,"[0, 0, 13, -8, 12]",202073030,6
-50,11,-95,"[0, 0, -4, 15, -2]",202077959,6
-50,11,-95,"[0, 0, 16, -4, 14]",202090786,6
-50,11,-95,"[0, 0, 8, -13, 6]",202095242,6
-50,11,-95,"[0, 0, 16, -2, 15]",202098785,6
-50,11,-95,"[0, 0, -8, 13, -7]",202105609,6
-50,11,-95,"[0, 0, -14, 5, -14]",202115788,6
-50,11,-95,"[0, 0, -14, -7, -14]",202122583,6
-50,11,-95,"[0, 0, 9, -14, 7]",202130615,6
-50,11,-95,"[0, 0, -10, -12, -11]",202135332,6
-51,11,-95,"[0, 0, -8, -13, -8]",202139538,6
-50,11,-95,"[0, 0, -4, -15, -6]",202144421,6
-50,11,-95,"[0, 0, -14, -10, -14]",202187367,6
-50,11,-95,"[0, 0, 14, -5, 13]",202197988,6
-50,11,-95,"[0, 0, -17, -2, -17]",202201723,6
-50,11,-95,"[0, 0, 13, -10, 12]",202205299,6
-51,11,-95,"[0, 0, 5, 13, 6]",202208862,6
-50,11,-95,"[0, 0, 13, 8, 13]",202223217,6
-50,11,-95,"[0, 0, -17, -1, -17]",202234527,6
-50,11,-95,"[0, 0, -14, -11, -14]",202240910,6
-52,11,-95,"[0, 0, -18, 6, -17]",202298620,6
-52,11,-95,"[0, 0, 16, -8, 15]",202318533,6
-53,11,-95,"[0, 0, -5, 17, -4]",202340878,6
-53,11,-95,"[0, 0, 15, -9, 13]",202346811,6
-51,11,-95,"[0, 0, -8, -15, -9]",202381534,6
-51,11,-95,"[0, 0, 17, -2, 16]",202414798,6
-51,11,-95,"[0, 0, 6, -17, 6]",202427390,6
-51,11,-95,"[0, 0, 16, 0, 15]",202435957,6
-52,11,-95,"[0, 0, 11, 12, 11]",202440858,6
-51,11,-95,"[0, 0, -17, 5, -16]",202444562,6
-51,11,-95,"[0, 0, -1, -18, -3]",202449487,6
-51,11,-95,"[0, 0, 12, -13, 9]",202482736,6
-51,11,-95,"[0, 0, -18, 0, -18]",202494756,6
-51,11,-95,"[0, 0, -11, 14, -9]",202513595,6
-51,11,-95,"[0, 0, -8, 15, -7]",202547775,6
-53,11,-95,"[0, 0, 18, -3, 16]",202593899,6
-53,11,-95,"[0, 0, -15, 11, -13]",202643476,6
-53,11,-95,"[0, 0, 11, -14, 9]",202650071,6
-52,11,-95,"[0, 0, -10, -12, -11]",202654800,6
-51,11,-95,"[0, 0, -16, 5, -14]",202696927,6
-52,11,-95,"[0, 0, -8, 16, -6]",202728432,6
-52,11,-95,"[0, 0, 14, 11, 12]",202743648,6
-52,11,-95,"[0, 0, -19, 1, -17]",202749286,6
-52,11,-95,"[0, 0, 9, -16, 7]",202755596,6
-52,11,-95,"[0, 0, 16, 4, 16]",202790624,6
-52,11,-95,"[0, 0, 7, -17, 5]",202800947,6
-52,11,-95,"[0, 0, 5, -17, 3]",202820154,6
-53,11,-95,"[0, 0, 17, 0, 15]",202829585,6
-51,11,-95,"[0, 0, 15, -5, 14]",202848510,6
-53,11,-95,"[0, 0, 13, -11, 11]",202892989,6
-53,11,-95,"[0, 0, 11, -12, 7]",202903484,6
-53,11,-95,"[0, 0, -9, 15, -7]",202916633,6
-53,11,-95,"[0, 0, 1, -17, -1]",202921737,6
-53,11,-95,"[0, 0, 17, -2, 15]",202931721,6
-52,11,-95,"[0, 0, -15, -9, -6]",202953764,6
-52,11,-95,"[0, 0, -17, 1, -15]",202959069,6
-52,11,-95,"[0, 0, 5, 16, 6]",202963256,6
-51,11,-95,"[0, 0, -15, -10, -15]",203040998,6
-51,11,-95,"[0, 0, 10, 14, 10]",203052400,6
-51,11,-95,"[0, 0, 7, 16, 8]",203058953,6
-51,11,-95,"[0, 0, -17, -9, -16]",203092582,6
-52,11,-95,"[0, 0, -5, 18, -3]",203110832,6
-51,11,-95,"[0, 0, -14, 13, -13]",203142931,6
-51,11,-95,"[0, 0, 2, 19, 3]",203165703,6
-51,11,-95,"[0, 0, -4, 19, -2]",203200161,6
-51,11,-95,"[0, 0, 2, 17, 3]",203210941,6
-51,11,-95,"[0, 0, -18, -2, -18]",203221224,6
-51,11,-95,"[0, 0, -18, 1, -17]",203229960,6
-51,11,-95,"[0, 0, 9, 15, 10]",203239885,6
-51,11,-95,"[0, 0, 12, -15, 9]",203246401,6
-51,11,-95,"[0, 0, 12, -15, 10]",203257600,6
-51,11,-95,"[0, 0, -12, -16, -12]",203261946,6
-51,11,-95,"[0, 0, -2, -19, -3]",203268789,6
-51,11,-95,"[0, 0, 13, -15, 11]",203306922,6
-51,11,-95,"[0, 0, 4, -19, 3]",203322761,6
-51,11,-95,"[0, 0, 13, 14, 13]",203363307,6
-52,11,-95,"[0, 0, 6, 16, 7]",203405950,6
-52,11,-95,"[0, 0, -13, -15, -13]",203415168,6
-52,11,-95,"[0, 0, 13, -13, 11]",203424360,6
-52,11,-95,"[0, 0, -17, -6, -16]",203430468,6
-52,11,-95,"[0, 0, -2, -19, -4]",203435141,6
-52,11,-95,"[0, 0, 15, 9, 15]",203443528,6
-52,11,-95,"[0, 0, 16, 7, 15]",203464854,6
-52,11,-95,"[0, 0, -18, 8, -16]",203470098,6
-53,11,-95,"[0, 0, -16, 9, -13]",203745348,6
-53,11,-95,"[0, 0, -13, 12, -11]",203750122,6
-53,11,-95,"[0, 0, -6, -15, -7]",203772428,6
-53,11,-95,"[0, 0, -8, -15, -9]",203780350,6
-51,11,-95,"[0, 0, 9, -13, 7]",203814098,6
-53,11,-95,"[0, 0, -4, 15, -2]",203831324,6
-53,11,-95,"[0, 0, -16, -6, -15]",203876471,6
-53,11,-95,"[0, 0, -14, -9, -14]",203889053,6
-53,11,-95,"[0, 0, -4, -16, -6]",203936120,6
-51,11,-95,"[0, 0, -15, -6, -14]",203978602,6
-51,11,-95,"[0, 0, 15, -3, 14]",203982477,6
-53,11,-95,"[0, 0, -18, 0, -17]",204019028,6
-51,11,-95,"[0, 0, 15, 1, 14]",204074422,6
-51,11,-95,"[0, 0, -15, -7, -14]",204084184,6
-51,11,-95,"[0, 0, 14, 6, 14]",204090120,6
-51,11,-95,"[0, 0, -12, -13, -12]",204151585,6
-51,11,-95,"[0, 0, 12, -13, 9]",204182442,6
-51,11,-95,"[0, 0, -9, 15, -7]",204187689,6
-52,11,-95,"[0, 0, -16, 1, -14]",204234631,6
-51,11,-95,"[0, 0, 8, -14, 6]",204261953,6
-51,11,-95,"[0, 0, 14, 5, 13]",204285847,6
-51,11,-95,"[0, 0, 13, 9, 12]",204290765,6
-53,11,-95,"[0, 0, 7, -16, 5]",204327808,6
-53,11,-95,"[0, 0, -16, -8, -15]",204339113,6
-53,11,-95,"[0, 0, -13, -12, -13]",204390816,6
-53,11,-95,"[0, 0, -7, 17, -5]",204396793,6
-52,11,-95,"[0, 0, 15, 2, 13]",204458139,6
-53,11,-95,"[0, 0, -16, 4, -14]",204500858,6
-53,11,-95,"[0, 0, 0, -17, -2]",204573766,6
-54,11,-95,"[0, 0, 14, 9, 13]",204603138,6
-51,11,-95,"[0, 0, -6, 13, -5]",204951489,6
-51,11,-95,"[0, 0, 14, -1, 12]",204959489,6
-52,11,-95,"[0, 0, 8, 11, 7]",205002348,6
-52,11,-95,"[0, 0, -3, 14, -2]",205007142,6
-52,11,-95,"[0, 0, -2, 14, -1]",205082909,6
-52,11,-95,"[0, 0, 9, -12, 7]",205108799,6
-52,11,-95,"[0, 0, 3, 13, 3]",205112943,6
-52,11,-95,"[0, 0, 6, 14, 5]",205399750,6
-52,11,-95,"[0, 0, 4, 13, 4]",205413519,6
-52,11,-95,"[0, 0, -6, 13, -5]",205418169,6
-54,11,-95,"[0, 0, -1, -15, -2]",205467913,6
-54,11,-95,"[0, 0, -15, 2, -13]",205506717,6
-54,11,-95,"[0, 0, -16, 2, -13]",205514250,6
-54,11,-95,"[0, 0, 13, 5, 12]",205521722,6
-52,11,-95,"[0, 0, 14, -2, 11]",205573695,6
-52,11,-95,"[0, 0, 3, -14, 2]",205580358,6
-52,11,-95,"[0, 0, 8, 10, 7]",205584638,6
-54,11,-95,"[0, 0, -11, 11, -9]",205594367,6
-54,11,-95,"[0, 0, 9, -12, 7]",205603885,6
-54,11,-95,"[0, 0, -9, 13, -7]",205613130,6
-54,11,-95,"[0, 0, 15, 5, 13]",205621449,6
-54,11,-95,"[0, 0, 12, 8, 11]",205662655,6
-54,11,-95,"[0, 0, -13, -7, -12]",205684774,6
-54,11,-95,"[0, 0, 11, 9, 11]",205689766,6
-54,11,-95,"[0, 0, -12, -10, -12]",205704597,6
-54,11,-95,"[0, 0, -15, 5, -13]",205713185,6
-54,11,-95,"[0, 0, 15, -4, 13]",205723365,6
-52,11,-95,"[0, 0, 8, -12, 6]",205758892,6
-52,11,-95,"[0, 0, 13, -7, 10]",205770386,6
-52,11,-95,"[0, 0, 5, -16, 4]",205777753,6
-52,11,-95,"[0, 0, -16, 0, -14]",205781675,6
-52,11,-95,"[0, 0, 15, 0, 12]",205786668,6
-52,11,-95,"[0, 0, -14, 8, -11]",205790689,6
-52,11,-95,"[0, 0, -4, 14, -3]",205798875,6
-52,11,-95,"[0, 0, 10, 12, 9]",205810206,6
-52,11,-95,"[0, 0, 16, 0, 13]",205821126,6
-52,11,-95,"[0, 0, 11, -12, 9]",205825895,6
-51,11,-95,"[0, 0, -15, -10, -13]",205884381,6
-50,11,-95,"[0, 0, -7, 16, -5]",205920439,6
-50,11,-95,"[0, 0, 1, -17, 0]",205976008,6
-50,11,-95,"[0, 0, 8, 13, 8]",206030197,6
-49,11,-95,"[0, 0, -5, -16, -6]",206067182,6
-50,11,-95,"[0, 0, 5, -16, 3]",206412901,6
-50,11,-95,"[0, 0, -8, 14, -7]",206421288,6
-50,11,-95,"[0, 0, 15, -4, 13]",206425463,6
-50,11,-95,"[0, 0, -13, 11, -11]",206433021,6
-50,11,-95,"[0, 0, 6, 14, 5]",206436945,6
-50,11,-95,"[0, 0, -13, 10, -11]",206443654,6
-50,11,-95,"[0, 0, 3, 15, 3]",206487263,6
-50,11,-95,"[0, 0, -13, 8, -11]",206494108,6
-50,11,-95,"[0, 0, 9, -13, 7]",206500852,6
-50,11,-95,"[0, 0, -10, 13, -8]",206505691,6
-50,11,-95,"[0, 0, 0, 16, 1]",206509496,6
-50,11,-95,"[0, 0, 0, 16, 1]",206523679,6
-50,11,-95,"[0, 0, 9, 12, 8]",206533900,6
-50,11,-95,"[0, 0, 15, -5, 13]",206540148,6
-50,11,-95,"[0, 0, 13, 8, 12]",206544259,6
-50,11,-95,"[0, 0, -4, 16, -3]",206578797,6
-51,11,-95,"[0, 0, -1, 15, 0]",206631311,6
-50,11,-95,"[0, 0, 11, 11, 10]",206643576,6
-50,11,-95,"[0, 0, -15, -7, -14]",206681564,6
-50,11,-95,"[0, 0, 15, -3, 12]",206691987,6
-50,11,-95,"[0, 0, -1, -16, -2]",206698779,6
-50,11,-95,"[0, 0, -17, 5, -14]",206705017,6
-51,11,-95,"[0, 0, 3, 15, 4]",206711398,6
-50,11,-95,"[0, 0, 13, -8, 11]",206721182,6
-50,11,-95,"[0, 0, 16, 0, 14]",206740571,6
-51,11,-95,"[0, 0, 10, 10, 9]",206748229,6
-51,11,-95,"[0, 0, 3, 13, 3]",206785488,6
-50,11,-95,"[0, 0, 2, -15, 0]",206801393,6
-51,11,-95,"[0, 0, -12, 9, -10]",206805297,6
-50,11,-95,"[0, 0, 10, 10, 8]",206808946,6
-51,11,-95,"[0, 0, 15, -4, 12]",206826664,6
-51,11,-95,"[0, 0, -11, -9, -9]",206842033,6
-51,11,-95,"[0, 0, -12, -10, -10]",206845988,6
-50,11,-95,"[0, 0, -16, 3, -13]",206850199,6
-50,11,-95,"[0, 0, -4, 15, -3]",206855360,6
-50,11,-95,"[0, 0, 15, -5, 12]",206930066,6
-50,11,-95,"[0, 0, -12, 9, -10]",206996833,6
-50,11,-95,"[0, 0, -9, -11, -8]",207008052,6
-50,11,-95,"[0, 0, -1, 15, -1]",207027645,6
-50,11,-95,"[0, 0, -12, -9, -10]",207038472,6
-50,11,-95,"[0, 0, 3, -15, 2]",207057873,6
-50,11,-95,"[0, 0, -15, 5, -13]",207096153,6
-50,11,-95,"[0, 0, 14, -6, 12]",207110819,6
-50,11,-95,"[0, 0, -12, 9, -10]",207122472,6
-50,11,-95,"[0, 0, -7, 13, -6]",207128875,6
-50,11,-95,"[0, 0, 10, -12, 8]",207151732,6
-50,11,-95,"[0, 0, -16, -3, -14]",207161097,6
-52,11,-95,"[0, 0, 5, -17, 3]",207214885,6
-52,11,-95,"[0, 0, 18, 1, 16]",207227465,6
-50,11,-95,"[0, 0, -1, -15, -2]",207251159,6
-50,11,-95,"[0, 0, -15, 3, -13]",207257124,6
-50,11,-95,"[0, 0, -10, -11, -10]",207261105,6
-50,11,-95,"[0, 0, 15, -1, 13]",207319955,6
-50,11,-95,"[0, 0, -15, -4, -13]",207359330,6
-50,11,-95,"[0, 0, 15, 1, 13]",207363353,6
-53,11,-95,"[0, 0, 10, 12, 10]",207399753,6
-51,11,-95,"[0, 0, -11, -10, -9]",207417437,6
-51,11,-95,"[0, 0, 9, 10, 8]",207443030,6
